,Date,Time,City,Type
,2017-12-17,20:02:44,Burl City,131 E Uncon
,2017-12-17,09:31:39,Burl City,125 E Psychiat
,2017-12-17,02:47:51,Burl City,132 E UnkMedEmrg
,2017-12-17,01:10:50,Edgewater,17 F Fumes
,2017-12-16,19:35:23,Burl City,132 E UnkMedEmrg
,2017-12-17,22:12:36,Burl City,132 E UnkMedEmrg
,2017-12-18,00:49:14,Mt Laurel,132 E UnkMedEmrg
,2017-12-18,01:53:29,Beverly,117 E Falls
,2017-12-18,03:05:44,Burl City,113 E Diabetic
,2017-12-18,09:05:25,Burl Twp,109 E Arrest
,2017-12-18,10:29:12,Burl Twp,117 E Falls
,2017-12-18,09:56:32,Burl Twp,106 E Breathin
,2017-12-18,11:30:04,Beverly,110 E ChestPain
,2017-12-18,13:07:25,Burl Twp,106 E Breathin
,2017-12-18,15:24:58,Burl City,119 E Heart
,2017-12-18,15:39:44,Edgewater,126 E SickPers
,2017-12-18,16:11:17,Edgewater,132 E UnkMedEmrg
,2017-12-18,15:42:55,Burl Twp,123 E Overdose
,2017-12-18,16:55:38,Burl Twp,131 E Uncon
,2017-12-18,20:52:12,Burl City,132 E UnkMedEmrg
,2017-12-18,21:00:23,Westampton,16 F Alarms
,2017-12-18,22:09:07,Florence,123 E Overdose
,2017-12-18,22:05:26,Springfld,117 E Falls
,2017-12-19,23:54:30,Burl Twp,121 E Hemrhage
,2017-12-19,01:34:48,Burl City,132 E UnkMedEmrg
,2017-12-19,07:27:22,Edgewater,129 E AccInjry
,2017-12-19,14:24:08,Burl Twp,126 E SickPers
,2017-12-19,15:18:10,Burl City,131 E Uncon
,2017-12-19,17:17:45,Burl Twp,101 E AbdmPain
,2017-12-19,17:02:33,Burl City,106 E Breathin
,2017-12-19,17:28:53,Burl Twp,131 E Uncon
,2017-12-19,19:27:43,Burl City,132 E UnkMedEmrg
,2017-12-19,20:16:43,Burl Twp,132 E UnkMedEmrg
,2017-12-20,03:02:35,Burl Twp,106 E Breathin
,2017-12-20,07:03:31,Burl Twp,117 E Falls
,2017-12-20,07:37:20,Burl City,125 E Psychiat
,2017-12-20,08:31:25,Burl Twp,131 E Uncon
,2017-12-20,09:12:27,Burl City,106 E Breathin
,2017-12-20,09:25:52,Burl Twp,132 E UnkMedEmrg
,2017-12-20,09:14:11,Beverly,131 E Uncon
,2017-12-20,11:44:49,Burl Twp,106 E Breathin
,2017-12-20,12:52:41,Burl Twp,110 E ChestPain
,2017-12-20,14:09:34,Burl Twp,117 E Falls
,2017-12-20,13:44:21,Burl Twp,104 E AsltRape
,2017-12-20,16:11:30,Burl Twp,132 E UnkMedEmrg
,2017-12-20,16:41:41,Burl Twp,132 E UnkMedEmrg
,2017-12-20,17:02:41,Burl City,129 E AccInjry
,2017-12-20,19:23:42,Edgewater,121 E Hemrhage
,2017-12-20,20:15:04,Burl Twp,101 E AbdmPain
,2017-12-20,20:46:28,Burl City,129F E Mva/Fire
,2017-12-20,21:25:51,Florence,106 E Breathin
,2017-12-20,21:45:35,Burl Twp,109 E Arrest
,2017-12-20,22:47:43,Willingbor,110 E ChestPain
,2017-12-21,01:57:56,Willingbor,106 E Breathin
,2017-12-21,04:26:07,Burl City,132 E UnkMedEmrg
,2017-12-21,08:23:45,Florence,132 E UnkMedEmrg
,2017-12-21,08:48:27,Burl Twp,132 E UnkMedEmrg
,2017-12-21,09:46:38,Burl City,132 E UnkMedEmrg
,2017-12-21,10:36:05,Burl Twp,110 E ChestPain
,2017-12-21,10:54:02,Burl City,132 E UnkMedEmrg
,2017-12-21,11:10:18,Burl City,119 E Heart
,2017-12-21,12:17:07,Burl Twp,132 E UnkMedEmrg
,2017-12-21,11:58:49,Beverly,132 E UnkMedEmrg
,2017-12-21,12:56:09,Burl Twp,132 E UnkMedEmrg
,2017-12-21,14:52:01,"Beverly
C",106 E Breathin
,2017-12-21,14:10:35,Burl Twp,101 E AbdmPain
,2017-12-21,14:58:22,Burl Twp,126 E SickPers
,2017-12-21,16:00:43,Burl Twp,132 E UnkMedEmrg
,2017-12-21,16:14:22,Burl Twp,113 E Diabetic
,2017-12-21,22:19:33,Burl Twp,132 E UnkMedEmrg
,2017-12-22,23:46:24,Burl City,106 E Breathin
,2017-12-22,03:15:38,Burl Twp,110 E ChestPain
,2017-12-22,04:01:49,Burl Twp,119 E Heart
,2017-12-22,05:47:16,Burl Twp,134 E SpclAssn
,2017-12-22,06:21:18,Burl City,132 E UnkMedEmrg
,2017-12-22,08:35:28,Burl City,125 E Psychiat
,2017-12-22,09:33:43,Burl Twp,117 E Falls
,2017-12-22,09:51:28,Springfld,106 E Breathin
,2017-12-22,11:53:16,Burl City,11 F StrctrFire
,2017-12-22,12:06:54,Burl Twp,106 E Breathin
,2017-12-22,14:20:12,Burl Twp,106 E Breathin
,2017-12-22,16:11:22,Burl Twp,125 E Psychiat
,2017-12-22,16:26:04,Beverly,119 E Heart
,2017-12-22,16:10:09,Willingbor,117 E Falls
,2017-12-22,17:34:04,Willingbor,129 E AccInjry
,2017-12-22,17:55:20,Burl Twp,131 E Uncon
,2017-12-22,21:10:00,Burl Twp,129F E Mva/Fire
,2017-12-22,22:57:22,Burl Twp,132 E UnkMedEmrg
,2017-12-23,00:17:44,Burl City,104 E AsltRape
,2017-12-23,10:56:59,Willingbor,129F E Mva/Fire
,2017-12-23,11:00:34,Willingbor,105 E BackPain
,2017-12-23,11:46:53,Edgewater,131 E Uncon
,2017-12-23,12:10:42,Edgewater,132 E UnkMedEmrg
,2017-12-23,12:36:29,Edgewater,132 E UnkMedEmrg
,2017-12-23,14:24:19,Burl City,125 E Psychiat
,2017-12-23,14:23:25,Burl Twp,132 E UnkMedEmrg
,2017-12-23,15:43:39,Burl Twp,110 E ChestPain
,2017-12-23,15:35:20,Willingbor,132 E UnkMedEmrg
,2017-12-23,15:37:55,Burl Twp,104 E AsltRape
,2017-12-23,16:41:54,Willingbor,129 E AccInjry
,2017-12-23,18:27:41,Westampton,129 E AccInjry
,2017-12-23,19:41:33,Burl Twp,106 E Breathin
,2017-12-23,20:47:23,Edgewater,101 E AbdmPain
,2017-12-23,22:25:20,Burl City,117 E Falls
,2017-12-24,01:19:29,Burl City,132 E UnkMedEmrg
,2017-12-24,06:43:55,"NJTP

Ca",133 E TrfcEntp
,2017-12-24,07:46:53,Burl Twp,106 E Breathin
,2017-12-24,08:39:22,Burl City,132 E UnkMedEmrg
,2017-12-24,10:25:22,Burl City,131 E Uncon
,2017-12-24,13:11:50,Willingbor,129 E AccInjry
,2017-12-24,13:20:17,Burl Twp,106 E Breathin
,2017-12-24,15:19:45,Burl Twp,119 E Heart
,2017-12-24,17:34:04,Burl City,123 E Overdose
,2017-12-24,17:29:23,Edgewater,106 E Breathin
,2017-12-24,18:06:31,Burl Twp,132 E UnkMedEmrg
,2017-12-24,18:28:37,Florence,16 F Alarms
,2017-12-24,18:16:30,Burl City,132 E UnkMedEmrg
,2017-12-24,:  :,Mt Holly,129F E Mva/Fire
,2017-12-24,21:27:18,Burl Twp,131 E Uncon
,2017-12-25,23:52:47,Burl City,106 E Breathin
,2017-12-25,01:39:52,Burl City,130 E Trauma
,2017-12-25,05:02:25,Burl Twp,117 E Falls
,2017-12-25,08:44:25,Burl Twp,106 E Breathin
,2017-12-25,08:39:39,Springfld,117 E Falls
,2017-12-25,12:07:47,Burl Twp,131 E Uncon
,2017-12-25,14:45:26,Edgewater,123 E Overdose
,2017-12-25,15:11:29,Willingbor,125 E Psychiat
,2017-12-25,17:31:32,Willingbor,112 E Convulsn
,2017-12-25,18:40:40,Burl Twp,106 E Breathin
,2017-12-25,19:50:40,Burl City,106 E Breathin
,2017-12-25,21:14:46,Burl City,128 E Stroke
,2017-12-25,22:03:50,Burl Twp,125 E Psychiat
,2017-12-25,21:33:55,Burl Twp,101 E AbdmPain
,2017-12-25,22:52:23,Burl City,125 E Psychiat
,2017-12-25,21:39:22,Burl City,106 E Breathin
,2017-12-26,07:32:51,Burl Twp,132 E UnkMedEmrg
,2017-12-26,08:35:58,Burl City,112 E Convulsn
,2017-12-26,09:14:09,Burl City,119 E Heart
,2017-12-26,10:11:39,Burl Twp,106 E Breathin
,2017-12-26,14:37:34,Burl City,132 E UnkMedEmrg
,2017-12-26,16:19:02,Burl Twp,132 E UnkMedEmrg
,2017-12-26,17:53:59,Burl Twp,112 E Convulsn
,2017-12-26,20:42:26,Burl City,117 E Falls
,2017-12-26,22:59:20,Burl Twp,132 E UnkMedEmrg
,2017-12-27,23:57:44,Edgewater,104 E AsltRape
,2017-12-27,07:06:16,Burl City,132 E UnkMedEmrg
,2017-12-27,09:54:52,Edgewater,131 E Uncon
,2017-12-27,10:54:29,Burl Twp,132 E UnkMedEmrg
,2017-12-27,12:35:17,Burl Twp,132 E UnkMedEmrg
,2017-12-27,13:06:47,Burl Twp,110 E ChestPain
,2017-12-27,12:58:46,Burl Twp,128 E Stroke
,2017-12-27,13:03:53,Willingbor,132 E UnkMedEmrg
,2017-12-27,14:10:31,Burl Twp,129 E AccInjry
,2017-12-27,13:54:39,Burl Twp,EMS E EMS Call
,2017-12-27,14:26:44,Burl City,132 E UnkMedEmrg
,2017-12-27,16:24:35,Burl City,101 E AbdmPain
,2017-12-27,16:39:24,Burl City,106 E Breathin
,2017-12-27,16:53:09,Burl Twp,121 E Hemrhage
,2017-12-27,18:09:23,Burl City,132 E UnkMedEmrg
,2017-12-27,18:28:17,Burl City,131 E Uncon
,2017-12-27,19:43:21,Burl City,132 E UnkMedEmrg
,2017-12-27,19:21:21,Burl City,132 E UnkMedEmrg
,2017-12-27,19:54:19,Burl City,132 E UnkMedEmrg
,2017-12-27,20:26:21,Burl Twp,117 E Falls
,2017-12-27,22:00:17,Burl Twp,117 E Falls
,2017-12-27,22:10:57,Burl City,125 E Psychiat
,2017-12-27,22:41:12,Edgewater,132 E UnkMedEmrg
,2017-12-27,22:50:34,Burl City,132 E UnkMedEmrg
,2017-12-28,23:30:35,Burl City,109 E Arrest
,2017-12-28,03:03:21,Burl City,106 E Breathin
,2017-12-28,08:51:19,Burl Twp,101 E AbdmPain
,2017-12-28,08:51:59,Edgewater,101 E AbdmPain
,2017-12-28,11:15:29,Burl City,101 E AbdmPain
,2017-12-28,13:41:42,Burl Twp,129 E AccInjry
,2017-12-28,14:07:03,Edgewater,101 E AbdmPain
,2017-12-28,14:21:10,Burl Twp,101 E AbdmPain
,2017-12-28,19:30:00,Burl Twp,132 E UnkMedEmrg
,2017-12-29,00:10:07,Burl Twp,121 E Hemrhage
,2017-12-29,01:05:41,Burl City,132 E UnkMedEmrg
,2017-12-29,01:58:02,Burl Twp,110 E ChestPain
,2017-12-29,03:14:45,Burl Twp,126 E SickPers
,2017-12-29,05:32:56,Burl Twp,119 E Heart
,2017-12-29,05:26:12,Burl Twp,112 E Convulsn
,2017-12-29,06:45:43,Burl Twp,132 E UnkMedEmrg
,2017-12-29,07:51:46,Burl Twp,128 E Stroke
,2017-12-29,11:35:21,Burl Twp,129F E Mva/Fire
,2017-12-29,12:04:16,Burl Twp,112 E Convulsn
,2017-12-29,15:41:15,Burl City,117 E Falls
,2017-12-29,16:42:23,Burl Twp,104 E AsltRape
,2017-12-29,17:12:36,Burl City,110 E ChestPain
,2017-12-29,17:54:01,Edgewater,112 E Convulsn
,2017-12-29,17:42:02,Burl Twp,117 E Falls
,2017-12-29,18:41:05,Burl Twp,109 E Arrest
,2017-12-29,19:18:07,Burl Twp,117 E Falls
,2017-12-29,22:59:52,Burl Twp,132 E UnkMedEmrg
,2017-12-30,21:18:56,Burl City,11 F StrctrFire
,2017-12-30,00:59:51,Edgewater,106 E Breathin
,2017-12-30,10:55:16,Burl City,117 E Falls
,2017-12-30,10:27:57,Edgewater,131 E Uncon
,2017-12-30,11:40:01,Burl City,101 E AbdmPain
,2017-12-30,11:49:15,Edgewater,106 E Breathin
,2017-12-30,11:46:56,Burl City,106 E Breathin
,2017-12-30,12:27:42,Burl City,132 E UnkMedEmrg
,2017-12-30,13:12:05,Burl Twp,132 E UnkMedEmrg
,2017-12-30,14:40:25,Willingbor,106 E Breathin
,2017-12-30,14:50:27,Burl City,117 E Falls
,2017-12-30,17:42:02,Burl City,117 E Falls
,2017-12-30,18:04:13,Westampton,132 E UnkMedEmrg
,2017-12-30,19:17:08,Edgewater,103 E AnmlBite
,2017-12-30,19:19:53,Beverly,106 E Breathin
,2017-12-30,21:04:15,Burl City,134 E SpclAssn
,2017-12-30,21:02:28,Edgewater,17 F Fumes
,2017-12-30,22:02:33,Edgewater,132 E UnkMedEmrg
,2017-12-30,22:13:56,Burl City,132 E UnkMedEmrg
,2017-12-30,22:25:31,Edgewater,132 E UnkMedEmrg
,2017-12-31,02:57:02,Burl City,125 E Psychiat
,2017-12-31,06:19:12,Burl City,102 E AlergcReac
,2017-12-31,11:44:01,Burl City,110 E ChestPain
,2017-12-31,11:39:32,Burl City,132 E UnkMedEmrg
,2017-12-31,18:42:27,Burl City,129 E AccInjry
,2017-12-31,20:51:37,Willingbor,132 E UnkMedEmrg
,2017-12-31,22:24:36,Edgewater,132 E UnkMedEmrg
,2018-01-01,23:17:49,Willingbor,129F E Mva/Fire
,2018-01-01,01:48:08,Burl City,101 E AbdmPain
,2018-01-01,00:59:03,Edgewater,129 E AccInjry
,2018-01-01,03:21:34,Burl Twp,131 E Uncon
,2018-01-01,04:44:12,Burl Twp,125 E Psychiat
,2018-01-01,04:56:51,Burl Twp,11 F StrctrFire
,2018-01-01,05:59:50,Springfld,117 E Falls
,2018-01-01,08:03:35,Burl Twp,109 E Arrest
,2018-01-01,08:36:54,Springfld,106 E Breathin
,2018-01-01,09:06:03,Burl City,131 E Uncon
,2018-01-01,10:26:57,Burl Twp,132 E UnkMedEmrg
,2018-01-01,09:45:18,Burl Twp,117 E Falls
,2018-01-01,10:59:40,Burl City,105 E BackPain
,2018-01-01,10:49:35,Burl Twp,113 E Diabetic
,2018-01-01,14:43:16,Burl City,106 E Breathin
,2018-01-01,17:03:45,Burl City,128 E Stroke
,2018-01-01,20:39:09,Burl Twp,129 E AccInjry
,2018-01-01,20:44:32,Edgewater,105 E BackPain
,2018-01-01,21:26:24,Burl City,132 E UnkMedEmrg
,2018-01-01,23:14:09,Burl Twp,104 E AsltRape
,2018-01-02,23:42:43,Edgewater,125 E Psychiat
,2018-01-02,01:14:10,Burl City,132 E UnkMedEmrg
,2018-01-02,01:24:50,Burl City,110 E ChestPain
,2018-01-02,03:33:28,Burl Twp,110 E ChestPain
,2018-01-02,03:46:49,Burl City,101 E AbdmPain
,2018-01-02,04:27:51,Burl City,126 E SickPers
,2018-01-02,08:13:45,Burl City,106 E Breathin
,2018-01-02,07:50:57,Burl Twp,131 E Uncon
,2018-01-02,08:33:18,Burl Twp,128 E Stroke
,2018-01-02,12:43:26,Burl City,132 E UnkMedEmrg
,2018-01-02,12:25:27,Burl Twp,131 E Uncon
,2018-01-02,14:54:55,Edgewater,105 E BackPain
,2018-01-02,15:37:58,Burl Twp,106 E Breathin
,2018-01-02,16:57:48,Willingbor,125 E Psychiat
,2018-01-02,16:43:13,Burl City,132 E UnkMedEmrg
,2018-01-02,16:56:45,Burl City,110 E ChestPain
,2018-01-02,17:19:52,Burl Twp,124 E Pregnant
,2018-01-02,18:45:29,Edgewater,106 E Breathin
,2018-01-02,19:38:09,Burl City,109 E Arrest
,2018-01-02,20:52:50,Florence,109 E Arrest
,2018-01-02,21:27:33,Burl Twp,121 E Hemrhage
,2018-01-02,22:07:01,Edgewater,105 E BackPain
,2018-01-03,02:12:54,Burl Twp,106 E Breathin
,2018-01-03,04:44:12,Burl Twp,106 E Breathin
,2018-01-03,05:56:12,Edgewater,119 E Heart
,2018-01-03,09:01:27,Burl Twp,131 E Uncon
,2018-01-03,08:25:32,Burl Twp,132 E UnkMedEmrg
,2018-01-03,09:08:05,Burl Twp,106 E Breathin
,2018-01-03,09:07:15,Burl Twp,132 E UnkMedEmrg
,2018-01-03,10:00:28,Burl Twp,110 E ChestPain
,2018-01-03,09:56:47,Burl City,112 E Convulsn
,2018-01-03,09:42:50,Burl Twp,119 E Heart
,2018-01-03,10:16:44,Beverly,132 E UnkMedEmrg
,2018-01-03,10:42:47,Burl Twp,112 E Convulsn
,2018-01-03,11:42:17,Burl Twp,131 E Uncon
,2018-01-03,14:24:38,Edgewater,125 E Psychiat
,2018-01-03,15:06:41,Burl Twp,106 E Breathin
,2018-01-03,16:10:22,Edgewater,16 F Alarms
,2018-01-03,14:21:24,Burl City,11 F StrctrFire
,2018-01-03,18:32:56,Willingbor,126 E SickPers
,2018-01-03,13:03:28,Burl City,17 F Fumes
,2018-01-03,19:48:23,Burl Twp,109 E Arrest
,2018-01-03,21:15:11,Burl Twp,129 E AccInjry
,2018-01-04,02:36:28,Burl Twp,125 E Psychiat
,2018-01-04,04:17:35,Burl City,109 E Arrest
,2018-01-04,05:27:03,Burl Twp,132 E UnkMedEmrg
,2018-01-04,08:10:07,Burl Twp,132 E UnkMedEmrg
,2018-01-04,09:41:59,Burl City,132 E UnkMedEmrg
,2018-01-04,11:06:19,Burl City,101 E AbdmPain
,2018-01-04,11:51:52,Burl Twp,129F E Mva/Fire
,2018-01-04,14:15:26,Burl Twp,129F E Mva/Fire
,2018-01-04,14:31:15,Burl City,125 E Psychiat
,2018-01-04,16:00:43,Burl Twp,125 E Psychiat
,2018-01-04,16:20:15,Beverly,132 E UnkMedEmrg
,2018-01-04,22:35:48,Edgewater,106 E Breathin
,2018-01-05,04:10:35,Edgewater,125 E Psychiat
,2018-01-05,05:59:02,Burl Twp,106 E Breathin
,2018-01-05,09:04:33,Burl City,117 E Falls
,2018-01-05,08:35:34,Beverly,106 E Breathin
,2018-01-05,10:59:53,Burl Twp,131 E Uncon
,2018-01-05,13:08:13,Burl Twp,119 E Heart
,2018-01-05,13:35:22,Burl City,106 E Breathin
,2018-01-05,14:12:36,Springfld,129 E AccInjry
,2018-01-05,15:46:19,Burl Twp,132 E UnkMedEmrg
,2018-01-05,16:35:43,Burl City,117 E Falls
,2018-01-05,16:28:27,Burl City,125 E Psychiat
,2018-01-05,17:13:37,Beverly,101 E AbdmPain
,2018-01-05,20:26:48,Burl Twp,132 E UnkMedEmrg
,2018-01-06,00:33:28,Burl City,129 E AccInjry
,2018-01-06,00:43:25,Burl Twp,101 E AbdmPain
,2018-01-06,03:27:07,Burl Twp,121 E Hemrhage
,2018-01-06,05:42:54,Edgewater,124 E Pregnant
,2018-01-06,06:05:27,Burl Twp,132 E UnkMedEmrg
,2018-01-06,08:35:15,Burl Twp,129 E AccInjry
,2018-01-06,09:44:04,Edgewater,134 E SpclAssn
,2018-01-06,09:55:58,Burl Twp,125 E Psychiat
,2018-01-06,10:40:24,Burl Twp,123 E Overdose
,2018-01-06,12:07:51,Burl City,112 E Convulsn
,2018-01-06,13:49:30,Burl Twp,105 E BackPain
,2018-01-06,14:03:59,Burl Twp,132 E UnkMedEmrg
,2018-01-06,14:32:15,Willingbor,132 E UnkMedEmrg
,2018-01-06,14:57:46,Burl Twp,132 E UnkMedEmrg
,2018-01-06,15:53:49,Burl Twp,123 E Overdose
,2018-01-06,17:19:28,Burl Twp,119 E Heart
,2018-01-06,17:58:49,Edgewater,125 E Psychiat
,2018-01-06,18:45:11,Edgewater,117 E Falls
,2018-01-06,18:51:50,Burl Twp,106 E Breathin
,2018-01-06,19:00:34,Burl City,112 E Convulsn
,2018-01-06,20:27:05,Burl Twp,11 F StrctrFire
,2018-01-07,23:24:19,Burl City,106 E Breathin
,2018-01-07,22:55:37,Burl Twp,11 F StrctrFire
,2018-01-07,00:16:07,Burl Twp,128 E Stroke
,2018-01-07,05:10:35,Beverly,123 E Overdose
,2018-01-07,09:24:29,Edgewater,106 E Breathin
,2018-01-07,10:59:51,Burl Twp,106 E Breathin
,2018-01-07,13:57:52,Burl City,110 E ChestPain
,2018-01-07,14:08:35,Willingbor,132 E UnkMedEmrg
,2018-01-07,14:27:04,Willingbor,104 E AsltRape
,2018-01-07,15:14:45,Burl City,117 E Falls
,2018-01-07,14:33:36,Burl Twp,110 E ChestPain
,2018-01-07,15:05:32,Willingbor,117 E Falls
,2018-01-07,15:36:47,Burl City,126 E SickPers
,2018-01-07,15:52:01,Edgewater,106 E Breathin
,2018-01-07,19:57:30,Willingbor,12 F StrNonFire
,2018-01-07,22:28:02,Burl Twp,121 E Hemrhage
,2018-01-07,22:47:55,Burl City,11 F StrctrFire
,2018-01-08,06:31:15,Burl Twp,132 E UnkMedEmrg
,2018-01-08,09:11:54,Burl City,105 E BackPain
,2018-01-08,09:31:58,Burl City,113 E Diabetic
,2018-01-08,10:09:05,Burl Twp,110 E ChestPain
,2018-01-08,10:21:24,Edgewater,112 E Convulsn
,2018-01-08,14:44:18,Burl Twp,129 E AccInjry
,2018-01-08,14:30:40,Burl Twp,132 E UnkMedEmrg
,2018-01-08,15:36:37,Burl Twp,129 E AccInjry
,2018-01-08,15:45:57,Burl City,112 E Convulsn
,2018-01-08,16:09:36,Edgewater,16 F Alarms
,2018-01-08,16:41:49,Edgewater,11 F StrctrFire
,2018-01-08,16:34:23,Springfld,129F E Mva/Fire
,2018-01-08,19:12:43,Burl Twp,132 E UnkMedEmrg
,2018-01-08,19:04:02,Willingbor,117 E Falls
,2018-01-09,00:52:52,Edgewater,119 E Heart
,2018-01-09,00:18:36,Edgewater,132 E UnkMedEmrg
,2018-01-09,00:54:01,Burl Twp,117 E Falls
,2018-01-09,03:08:00,Burl Twp,132 E UnkMedEmrg
,2018-01-09,03:17:04,Burl Twp,106 E Breathin
,2018-01-09,07:05:44,Burl Twp,106 E Breathin
,2018-01-09,07:47:22,Burl Twp,121 E Hemrhage
,2018-01-09,08:19:40,Edgewater,132 E UnkMedEmrg
,2018-01-09,09:10:55,Burl City,117 E Falls
,2018-01-09,08:16:28,Florence,11 F StrctrFire
,2018-01-09,10:32:08,Burl Twp,117 E Falls
,2018-01-09,11:51:56,Burl City,106 E Breathin
,2018-01-09,12:57:02,"Delran
Co",119 E Heart
,2018-01-09,12:43:55,Edgewater,125 E Psychiat
,2018-01-09,13:57:54,Burl City,132 E UnkMedEmrg
,2018-01-09,13:46:29,Burl City,131 E Uncon
,2018-01-09,14:06:14,Burl Twp,106 E Breathin
,2018-01-09,16:09:01,Willingbor,113 E Diabetic
,2018-01-09,16:01:25,Willingbor,113 E Diabetic
,2018-01-09,16:17:09,Burl Twp,106 E Breathin
,2018-01-09,17:29:20,Burl City,129 E AccInjry
,2018-01-09,17:54:08,Burl City,125 E Psychiat
,2018-01-09,19:03:15,Burl Twp,117 E Falls
,2018-01-09,19:52:01,Burl City,106 E Breathin
,2018-01-09,19:32:56,Burl Twp,109 E Arrest
,2018-01-09,19:54:45,Edgewater,131 E Uncon
,2018-01-09,20:58:02,Burl Twp,129 E AccInjry
,2018-01-09,21:36:57,Burl City,121 E Hemrhage
,2018-01-10,23:19:48,Burl Twp,132 E UnkMedEmrg
,2018-01-10,04:07:23,Edgewater,131 E Uncon
,2018-01-10,06:14:47,Florence,106 E Breathin
,2018-01-10,07:37:00,"NJTP

Ca",129 E AccInjry
,2018-01-10,08:41:05,Burl City,125 E Psychiat
,2018-01-10,08:43:18,Burl Twp,132 E UnkMedEmrg
,2018-01-10,09:31:50,Burl Twp,132 E UnkMedEmrg
,2018-01-10,09:46:58,Florence,132 E UnkMedEmrg
,2018-01-10,10:03:43,Burl Twp,113 E Diabetic
,2018-01-10,13:37:50,Burl City,125 E Psychiat
,2018-01-10,14:26:42,Burl City,117 E Falls
,2018-01-10,15:47:22,Burl City,104 E AsltRape
,2018-01-10,16:16:04,Burl City,101 E AbdmPain
,2018-01-10,16:54:11,Edgewater,119 E Heart
,2018-01-10,17:43:32,Florence,106 E Breathin
,2018-01-10,18:49:29,Edgewater,125 E Psychiat
,2018-01-10,18:35:58,Edgewater,106 E Breathin
,2018-01-10,18:53:20,Florence,119 E Heart
,2018-01-10,20:11:12,Edgewater,117 E Falls
,2018-01-10,20:10:15,Burl Twp,132 E UnkMedEmrg
,2018-01-10,20:41:55,Burl City,104 E AsltRape
,2018-01-11,00:04:41,Burl Twp,117 E Falls
,2018-01-11,02:14:00,Burl Twp,101 E AbdmPain
,2018-01-11,03:36:37,Burl City,106 E Breathin
,2018-01-11,05:20:39,Burl City,121 E Hemrhage
,2018-01-11,06:42:01,Edgewater,125 E Psychiat
,2018-01-11,06:48:12,Burl City,117 E Falls
,2018-01-11,09:20:07,Burl City,11 F StrctrFire
,2018-01-11,09:51:52,Edgewater,132 E UnkMedEmrg
,2018-01-11,12:19:32,Burl City,110 E ChestPain
,2018-01-11,11:40:45,Florence,106 E Breathin
,2018-01-11,12:38:56,Burl Twp,131 E Uncon
,2018-01-11,13:17:24,Burl City,110 E ChestPain
,2018-01-11,14:08:18,Burl City,131 E Uncon
,2018-01-11,14:11:10,Burl Twp,131 E Uncon
,2018-01-11,14:13:28,Florence,106 E Breathin
,2018-01-11,15:41:31,Burl City,132 E UnkMedEmrg
,2018-01-11,16:49:52,Burl Twp,102 E AlergcReac
,2018-01-11,17:31:02,Burl Twp,131 E Uncon
,2018-01-11,17:49:30,Willingbor,131 E Uncon
,2018-01-11,17:25:14,Edgewater,129F E Mva/Fire
,2018-01-11,18:05:08,Burl Twp,129F E Mva/Fire
,2018-01-11,19:22:36,Burl Twp,123 E Overdose
,2018-01-11,19:36:01,Willingbor,117 E Falls
,2018-01-11,20:07:45,Burl City,132 E UnkMedEmrg
,2018-01-11,21:05:51,Florence,17 F Fumes
,2018-01-11,21:27:47,Burl City,121 E Hemrhage
,2018-01-12,03:45:16,Burl Twp,126 E SickPers
,2018-01-12,06:53:50,Burl City,105 E BackPain
,2018-01-12,09:44:58,Willingbor,132 E UnkMedEmrg
,2018-01-12,10:48:06,Willingbor,106 E Breathin
,2018-01-12,12:26:50,Edgewater,106 E Breathin
,2018-01-12,13:37:14,Burl City,110 E ChestPain
,2018-01-12,13:39:37,Burl City,117 E Falls
,2018-01-12,13:47:24,Burl City,131 E Uncon
,2018-01-12,14:14:02,Burl Twp,117 E Falls
,2018-01-12,14:20:30,Burl Twp,132 E UnkMedEmrg
,2018-01-12,14:52:17,Burl City,131 E Uncon
,2018-01-12,15:18:51,Willingbor,131 E Uncon
,2018-01-12,16:57:08,Edgewater,132 E UnkMedEmrg
,2018-01-12,17:32:21,Burl Twp,117 E Falls
,2018-01-12,15:47:28,Edgewater,127 E Pentrwnd
,2018-01-12,20:01:47,Willingbor,132 E UnkMedEmrg
,2018-01-12,20:24:26,Florence,125 E Psychiat
,2018-01-12,21:21:31,Burl Twp,119 E Heart
,2018-01-12,21:54:08,Florence,16 F Alarms
,2018-01-12,21:57:38,Moorestown,117 E Falls
,2018-01-12,23:18:41,Burl Twp,132 E UnkMedEmrg
,2018-01-13,03:17:38,Burl Twp,104 E AsltRape
,2018-01-13,05:46:48,Burl Twp,101 E AbdmPain
,2018-01-13,09:11:34,Burl Twp,132 E UnkMedEmrg
,2018-01-13,09:43:51,Burl City,132 E UnkMedEmrg
,2018-01-13,10:17:55,Edgewater,131 E Uncon
,2018-01-13,11:02:23,Burl Twp,131 E Uncon
,2018-01-13,11:59:37,Burl Twp,106 E Breathin
,2018-01-13,14:44:10,Edgewater,113 E Diabetic
,2018-01-13,15:01:48,Edgewater,101 E AbdmPain
,2018-01-13,17:01:36,Willingbor,117 E Falls
,2018-01-13,16:32:09,Burl Twp,132 E UnkMedEmrg
,2018-01-13,17:09:25,Edgewater,113 E Diabetic
,2018-01-13,17:56:44,Edgewater,130 E Trauma
,2018-01-13,18:20:42,Willingbor,119 E Heart
,2018-01-13,20:45:32,Burl Twp,132 E UnkMedEmrg
,2018-01-13,22:15:28,Burl City,113 E Diabetic
